4.026470000000000092e-04,4.369999999999999834e-05,2.400000000000000061e-05,2.260000000000000046e-05,2.320000000000000149e-05,2.379999999999999913e-05,2.419999999999999869e-05,2.440000000000000017e-05,2.449999999999999921e-05
1.901560000000000056e-02,1.527009999999999999e-02,1.484270000000000034e-02,1.507509999999999926e-02,1.525010000000000081e-02,1.534600000000000027e-02,1.539309999999999984e-02,1.541499999999999988e-02,1.542480000000000066e-02
3.288859999999999700e-02,4.448989999999999889e-02,6.192210000000000075e-02,6.742360000000000020e-02,6.763299999999999867e-02,6.664490000000000691e-02,6.574570000000000414e-02,6.516320000000000445e-02,6.483519999999999561e-02
3.880950000000000233e-01,4.153299999999999770e-01,4.182890000000000219e-01,4.185200000000000031e-01,4.184809999999999919e-01,4.184249999999999914e-01,4.183890000000000109e-01,4.183700000000000196e-01,4.183600000000000096e-01
1.480599999999999972e-01,4.422749999999999737e-01,5.590340000000000309e-01,5.735759999999999748e-01,5.672279999999999545e-01,5.608950000000000324e-01,5.571479999999999766e-01,5.552500000000000213e-01,5.543569999999999887e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.240859999999999630e-01,9.697170000000000512e-01,9.901419999999999666e-01,9.945399999999999796e-01,9.952739999999999920e-01,9.952889999999999793e-01,9.952130000000000143e-01,9.951569999999999583e-01,9.951259999999999550e-01
8.026219999999999466e-01,7.815699999999999870e-01,7.470379999999999798e-01,7.269569999999999643e-01,7.170809999999999684e-01,7.125070000000000014e-01,7.104610000000000092e-01,7.095679999999999765e-01,7.091830000000000078e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.352489999999999748e-01,5.378739999999999633e-01,5.367579999999999574e-01,5.370470000000000521e-01,5.375250000000000306e-01,5.378370000000000095e-01,5.380009999999999515e-01,5.380800000000000027e-01,5.381160000000000387e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
4.026470000000000092e-04,1.824859999999999872e-04,1.272210000000000073e-04,1.223139999999999948e-04,1.279829999999999976e-04,1.342810000000000108e-04,1.386159999999999888e-04,1.409720000000000049e-04,1.420279999999999893e-04
1.901560000000000056e-02,1.389050000000000007e-02,1.350009999999999925e-02,1.372630000000000031e-02,1.398690000000000003e-02,1.416240000000000034e-02,1.425689999999999943e-02,1.429940000000000030e-02,1.431490000000000019e-02
3.288859999999999700e-02,5.747000000000000025e-02,8.066710000000000547e-02,8.856450000000000433e-02,8.828790000000000249e-02,8.577200000000000102e-02,8.347340000000000315e-02,8.196989999999999832e-02,8.115219999999999378e-02
3.880950000000000233e-01,4.032060000000000088e-01,4.095070000000000099e-01,4.102910000000000168e-01,4.099030000000000173e-01,4.093780000000000197e-01,4.089949999999999974e-01,4.087790000000000035e-01,4.086790000000000145e-01
1.480599999999999972e-01,2.051699999999999913e-01,2.363909999999999900e-01,2.402430000000000121e-01,2.359719999999999873e-01,2.314720000000000111e-01,2.285339999999999872e-01,2.269879999999999953e-01,2.263060000000000072e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.240859999999999630e-01,9.465189999999999992e-01,9.680800000000000516e-01,9.745709999999999651e-01,9.751990000000000380e-01,9.742830000000000101e-01,9.733129999999999837e-01,9.726650000000000018e-01,9.723199999999999621e-01
8.026219999999999466e-01,7.628629999999999578e-01,7.210079999999999822e-01,6.959530000000000438e-01,6.837710000000000177e-01,6.788300000000000445e-01,6.772890000000000299e-01,6.770709999999999784e-01,6.772319999999999451e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.352489999999999748e-01,5.300970000000000404e-01,5.297779999999999712e-01,5.303849999999999953e-01,5.309599999999999875e-01,5.313130000000000353e-01,5.314860000000000140e-01,5.315539999999999710e-01,5.315750000000000197e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.026470000000000092e-04,2.089999999999999980e-05,1.099999999999999971e-05,1.090000000000000067e-05,1.160000000000000075e-05,1.220000000000000008e-05,1.239999999999999986e-05,1.259999999999999964e-05,1.270000000000000038e-05
